intro.started,intro.stopped,button_6.numClicks,button_6.timesOn,button_6.timesOff,participant,date,expName,psychopyVersion,OS,frameRate,timing_info.started,timing_info.stopped,button_7.numClicks,button_7.timesOn,button_7.timesOff,hand_positions.started,hand_positions.stopped,space_bar.keys,space_bar.rt,space_bar.duration,train_keys.started,train_keys.stopped,key_resp.keys,key_resp.rt,key_resp.duration,score.started,score.stopped,training_rounds,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,test_instruct.started,test_instruct.stopped,instruct_cont.started,instruct_cont.stopped,point_instruct.started,point_instruct.stopped,accident_instruct.started,accident_instruct.stopped,advance.started,advance.stopped,flip_video.started,flip_video.stopped,trial_type,buffer.started,buffer.stopped,collision.started,collision.stopped,selection,stimuli_path,select_resp.keys,resp_trial,responsibility.started,responsibility.stopped,conf_2.response,button.numClicks,button.timesOn,button.timesOff,conf_one,conf_two,conf_three,conf_3.response,conf_1.response,forfeit.started,forfeit.stopped,forfeit_button.numClicks,forfeit_button.timesOn,forfeit_button.timesOff,keep_button.numClicks,keep_button.timesOn,keep_button.timesOff,accuracy.started,accuracy.stopped,rt_diff,acc_points,keep_round,practice_round,begin_review.started,begin_review.stopped,space_bar_6.keys,space_bar_6.rt,space_bar_6.duration,review_keys.started,review_keys.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,review_trials,baseline_rts,review.thisRepN,review.thisTrialN,review.thisN,review.thisIndex,review.ran,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,select_resp.rt,select_resp.duration,transition.started,transition.stopped,calibrate_instruct.started,calibrate_instruct.stopped,flip_calibration.started,flip_calibration.stopped,calibrate.started,calibrate.stopped,prediction.started,prediction.stopped,miss.numClicks,miss.timesOn,miss.timesOff,hit.numClicks,hit.timesOn,hit.timesOff,calibration_pred,calibration_actual,calibration_score,cal_feedback.started,cal_feedback.stopped,space_bar_12.keys,space_bar_12.rt,space_bar_12.duration,calibration.thisRepN,calibration.thisTrialN,calibration.thisN,calibration.thisIndex,calibration.ran
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,16,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.5445,491.1774,491.1776,491.1776,catch,499.6113,499.6115,492.6951,496.0101,miss,stimuli/collisions/miss/stim2.mp4,space,TRUE,496.0143,496.0342,,0,[],[],red,green,blue,,,496.0358,497.1775,0,[],[],1,[497.18350000000004],[497.18350000000004],497.1779,499.6104,1.0445,355,TRUE,FALSE,499.6106,499.6107,,,,499.6115,499.612,,,,,,0,0,0,0,1,,,,,,2.9555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,17,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.6121,500.4273,500.4275,500.4275,catch,508.48,508.4801,501.945,505.244,miss,stimuli/collisions/miss/stim3.mp4,space,TRUE,505.2467,505.2504,,0,[],[],red,green,blue,,,505.2519,506.1605,0,[],[],1,[506.1665],[506.1665],506.161,508.4791,1.0709,380,TRUE,FALSE,508.4793,508.4793,,,,508.4801,508.4804,,,,,,0,0,0,0,1,,,,,,2.9291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,18,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.4805,509.211,509.2111,509.2111,test,523.5272,523.5272,510.728,513.794,blue,stimuli/collisions/hit/stim2.mp4,f,TRUE,513.7964,519.5102,0,1,[0.9997999999523017],[0.9997999999523017],red,green,blue,100,0,519.511,520.4937,0,[],[],1,[520.4997000000476],[520.4997000000476],520.4939,523.5269,1.2025,410,TRUE,FALSE,523.5269,523.5269,,,,523.5272,523.5274,,,,,,0,0,0,0,1,,,,,,2.7075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,19,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.5274,524.8437,524.8438,524.8438,test,541.6783,541.6784,526.3607,529.0941,blue,stimuli/collisions/hit/stim14.mp4,f,TRUE,529.0967,536.0605,0,1,[0.783400000095412],[0.783400000095412],red,green,blue,0,100,536.0619,538.0442,0,[],[],1,[538.0499000000952],[538.0499000000952],538.045,541.6772,0.5668,435,TRUE,FALSE,541.6774,541.6774,,,,541.6784,541.6789,,,,,,0,0,0,0,1,,,,,,2.3732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,20,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.6791,542.3272,542.3272,542.3273,test,559.7465,559.7467,543.8444,547.1766,red,stimuli/collisions/hit/stim1.mp4,j,TRUE,547.1796,554.8435,0,1,[1.0170999999046444],[1.0170999999046444],red,green,blue,0,100,554.8448,555.8936,0,[],[],1,[555.8994000000953],[555.8994000000953],555.8938,559.7437,0.3944,460,TRUE,FALSE,559.7441,559.7444,,,,559.7467,559.7471,,,,,,0,0,0,0,1,,,,,,2.9756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,21,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.7473,560.6272,560.6273,560.6274,test,576.0281,576.0284,562.1447,564.7771,red,stimuli/collisions/hit/stim9.mp4,j,TRUE,564.7804,572.1269,0,1,[1.1333999998569197],[1.1333999998569197],red,green,blue,0,100,572.1284,573.41,0,[],[],1,[573.4159999999999],[573.4159999999999],573.4101,576.0272,0.7057,485,TRUE,FALSE,576.0272,576.0273,,,,576.0284,576.029,,,,,,0,0,0,0,1,,,,,,2.2643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,22,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.0291,577.6431,577.6432,577.6432,test,592.7283,592.7285,579.1607,582.8269,green,stimuli/collisions/hit/stim15.mp4,k,TRUE,582.8295,589.4769,100,1,[1.383400000095321],[1.383400000095321],red,green,blue,0,0,589.4783,590.4265,0,[],[],1,[590.4324000000953],[590.4324000000953],590.4266,592.7273,1.3241,515,TRUE,FALSE,592.7273,592.7274,,,,592.7285,592.7289,,,,,,0,0,0,0,1,,,,,,3.3159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,23,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.7291,593.3765,593.3765,593.3765,catch,621.6934,622.7093,594.8774,598.1601,miss,stimuli/collisions/miss/stim5.mp4,space,TRUE,598.1624,598.1658,,0,[],[],red,green,blue,,,598.1665,598.9764,0,[],[],1,[598.9825],[598.9825],598.9766,601.643,1.0802,545,TRUE,TRUE,601.643,604.3103,"[""space""]",[0.6405999999045662],[null],622.7094,623.7096,f,0.6535,,9,"[0.6,0.81,0.46,0.58,0.46,0.62,0.62,0.48,0.48,0.65]",9,0,9,0,1,,,,,,2.9198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,24,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.7097,624.7435,624.7437,624.7437,test,642.3767,642.3769,626.2607,629.7094,green,stimuli/collisions/hit/stim8.mp4,j,TRUE,629.7112,638.4098,0,1,[1.5665999999047244],[1.5665999999047244],red,green,blue,100,0,638.411,639.5428,0,[],[],1,[639.5487999999523],[639.5487999999523],639.543,642.3762,0.2591,565,TRUE,FALSE,642.3762,642.3762,,,,642.3769,642.3773,,,,,,0,0,0,0,1,,,,,,3.1713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0,25,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.3774,643.0095,643.0095,643.0096,test,658.9946,658.9948,644.5106,647.5925,red,stimuli/collisions/hit/stim11.mp4,j,TRUE,647.5935,654.0931,0,1,[0.933200000047691],[0.933200000047691],red,green,blue,0,100,654.0943,656.8266,0,[],[],1,[656.8322999999523],[656.8322999999523],656.827,658.9935,0.8386,590,TRUE,FALSE,658.9935,658.9937,,,,658.9949,658.9952,,,,,,0,0,0,0,1,,,,,,2.7314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,26,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.9957,666.8605,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666.8606,672.7434,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.746,673.5092,,,,673.5095,675.0264,,,,stimuli/collisions/calibration/stim18.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673.5094,673.5095,675.0272,678.4251,678.4253,679.8935,1,[679.8934999999999],[679.8935999999046],0,[],[],FALSE,FALSE,TRUE,679.8941,681.592,"[""space""]",[0.661700000047631],[null],0,0,0,0,1
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.5921,682.5755,,,,682.5758,684.0763,,,,stimuli/collisions/calibration/stim13.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.5758,682.5758,684.077,687.0095,687.0109,687.6591,0,[],[],1,[687.6597000000476],[687.6597000000476],TRUE,FALSE,FALSE,687.6591,690.0097,"[""space""]",[1.3353000001907276],[null],1,0,1,0,1
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.01,690.7257,,,,690.726,692.2263,,,,stimuli/collisions/calibration/stim1.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.7259,690.726,692.2268,695.559,695.5598,696.2425,1,[696.2429999999999],[696.2429999999999],0,[],[],FALSE,FALSE,TRUE,696.2425,697.7766,"[""space""]",[0.5280999999046116],[null],2,0,2,0,1
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697.7769,698.6429,,,,698.6431,700.159,,,,stimuli/collisions/calibration/stim5.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698.6431,698.6431,700.1599,704.3591,704.3607,704.8918,1,[704.8922000000476],[704.8922000000476],0,[],[],FALSE,FALSE,TRUE,704.8919,706.493,"[""space""]",[0.5689000000953683],[null],3,0,3,0,1
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706.4938,707.0595,,,,707.0598,708.5754,,,,stimuli/collisions/calibration/stim11.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707.0597,707.0598,708.576,711.4758,711.4767,712.0591,0,[],[],1,[712.0595],[712.0595],TRUE,TRUE,TRUE,712.0591,713.609,"[""space""]",[0.5425000000000182],[null],4,0,4,0,1
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713.6091,714.2756,,,,714.2759,715.793,,,,stimuli/collisions/calibration/stim3.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.2758,714.2759,715.7934,719.9259,719.9275,720.509,1,[720.5094999999999],[720.5094999999999],0,[],[],FALSE,FALSE,TRUE,720.5091,722.1262,"[""space""]",[0.5857999999524282],[null],5,0,5,0,1
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.1267,722.6923,,,,722.6926,724.2086,,,,stimuli/collisions/calibration/stim7.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.6925,722.6925,724.2091,726.8749,726.8774,728.1255,0,[],[],1,[728.126],[728.126],TRUE,TRUE,TRUE,728.1256,729.2761,"[""space""]",[0.1192999999523181],[null],6,0,6,0,1
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.2765,729.9259,,,,729.9261,731.4422,,,,stimuli/collisions/calibration/stim15.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.9261,729.9261,731.4423,734.7759,734.7781,735.5587,0,[],[],1,[735.5592999999523],[735.5592999999523],TRUE,TRUE,TRUE,735.5588,737.2088,"[""space""]",[0.6417000000476492],[null],7,0,7,0,1
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.209,737.8255,,,,737.8257,739.3263,,,,stimuli/collisions/calibration/stim16.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.8257,737.8257,739.3318,742.9592,742.9614,743.6254,1,[743.6259000000953],[743.6259000000953],0,[],[],FALSE,FALSE,TRUE,743.6255,744.9926,"[""space""]",[0.36029999995230355],[null],8,0,8,0,1
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744.9933,745.3755,,,,745.3758,746.8922,,,,stimuli/collisions/calibration/stim17.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745.3757,745.3757,746.8928,750.0924,750.0935,750.5754,0,[],[],1,[750.5759999999999],[750.5759999999999],TRUE,TRUE,TRUE,750.5756,751.9915,"[""space""]",[0.3869999999999436],[null],9,0,9,0,1
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.992,752.6254,,,,752.6256,754.1427,,,,stimuli/collisions/calibration/stim19.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.6256,752.6256,754.1435,757.1917,757.1941,757.6585,0,[],[],1,[757.6589999999999],[757.6589999999999],TRUE,FALSE,FALSE,757.6585,759.126,"[""space""]",[0.4512000000477201],[null],10,0,10,0,1
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759.1265,759.6419,,,,759.6421,761.1425,,,,stimuli/collisions/calibration/stim10.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759.642,759.642,761.1431,763.9086,763.9094,764.4088,0,[],[],1,[764.4092999999523],[764.4092999999523],TRUE,TRUE,TRUE,764.4089,766.0093,"[""space""]",[0.5707000000477365],[null],11,0,11,0,1
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.0099,766.8094,,,,766.8099,768.3258,,,,stimuli/collisions/calibration/stim6.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.8097,766.8098,768.3264,770.9923,770.994,771.5086,1,[771.5090999999046],[771.5090999999046],0,[],[],FALSE,FALSE,TRUE,771.5086,772.9925,"[""space""]",[0.46759999990467804],[null],12,0,12,0,1
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772.9931,774.076,,,,774.0762,775.5918,,,,stimuli/collisions/calibration/stim20.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774.0762,774.0762,775.592,778.3589,778.3605,778.7756,0,[],[],1,[778.7759000000952],[778.7759000000952],TRUE,TRUE,TRUE,778.7773,780.293,"[""space""]",[0.4954000000954011],[null],13,0,13,0,1
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.2934,780.9922,,,,780.9925,782.5084,,,,stimuli/collisions/calibration/stim2.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.9925,780.9925,782.5087,786.2087,786.2101,786.6422,1,[786.6425999999045],[786.6425999999045],0,[],[],FALSE,TRUE,FALSE,786.6423,788.4424,"[""space""]",[0.7714999999999463],[null],14,0,14,0,1
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.4428,789.1423,,,,789.1426,790.659,,,,stimuli/collisions/calibration/stim4.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789.1425,789.1426,790.6595,793.4251,793.4258,793.9252,0,[],[],1,[793.9255999999045],[793.9255999999045],TRUE,TRUE,TRUE,793.9252,795.7422,"[""space""]",[0.8110000000000355],[null],15,0,15,0,1
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.743,796.2255,,,,796.226,797.7419,,,,stimuli/collisions/calibration/stim14.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796.2259,796.2259,797.7423,801.1922,801.1953,801.6752,0,[],[],1,[801.6755999999045],[801.6755999999045],TRUE,FALSE,FALSE,801.6753,803.1582,"[""space""]",[0.4561000001430102],[null],16,0,16,0,1
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.1587,803.6916,,,,803.6919,805.209,,,,stimuli/collisions/calibration/stim8.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.6918,803.6918,805.2096,808.7419,808.743,809.3087,1,[809.3090999999046],[809.3090999999046],0,[],[],FALSE,FALSE,TRUE,809.3088,810.6753,"[""space""]",[0.3438999998569443],[null],17,0,17,0,1
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810.6758,811.1915,,,,811.1918,812.7088,,,,stimuli/collisions/calibration/stim12.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811.1917,811.1918,812.7093,815.5415,815.5424,816.7251,0,[],[],1,[816.7255999999046],[816.7255999999046],TRUE,FALSE,FALSE,816.7252,818.1752,"[""space""]",[0.43370000004767917],[null],18,0,18,0,1
,,,,,5b211cda68a5ed000173e9c0,2026-02-02_14h30.24.972,causal,2025.1.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818.1757,818.8088,,,,818.8091,820.3254,,,,stimuli/collisions/calibration/stim9.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818.809,818.8091,820.326,823.4252,823.426,823.875,1,[823.8754999999999],[823.8754999999999],0,[],[],FALSE,FALSE,TRUE,823.8751,825.5086,"[""space""]",[0.6116000001430848],[null],19,0,19,0,1
